Feedback,Sentiment Label,Ratings,Sentiment
"['the', 'food', 'take', 'a', 'veri', 'long', 'time', 'to', 'get', 'deliv', 'food', 'is', 'again', 'on', 'the', 'expens', 'side']",0,2,-0.05
"['a', 'lot', 'can', 'improv', 'in', 'thi', 'place', 'to', 'make', 'the', 'experi', 'great']",1,3,0.8
"['itâ€™', 'been', '7', 'month', 'sinc', 'the', 'accid', 'now', 'and', 'iâ€™m', 'back', 'on', 'my', 'feet', 'thank', 'to', 'aster', 'cmi', 'for', 'their', 'good', 'healthcar']",1,4,0.35
"['the', 'registr', 'experi', 'wa', 'quick', 'and', 'hassl', 'free', 'the', 'diagnost', 'lab', 'are', 'good', 'too']",1,4,0.4777777777777778
"['overal', 'it', 'is', 'a', 'good', 'and', 'clean', 'hospit', 'which', 'make', 'it', 'one', 'of', 'the', 'most', 'favorit', 'hospit', 'for', 'local', 'and', 'intern', 'patient']",1,5,0.39166666666666666
"['the', 'doctor', 'are', 'the', 'best', 'in', 'the', 'citi', 'along', 'with', 'great', 'infrastructur', 'make', 'thi', 'a', 'prefer', 'hospit', 'for', 'all']",1,4,0.9
"['had', 'a', 'veri', 'good', 'experi', 'with', 'the', 'hospit', 'doctor', 'dr', 'brinda', 'dr', 'lokesh', 'and', 'surgeon', 'dr', 'santosh', 'nu', 'neuro']",1,5,0.7
"['i', 'wa', 'realli', 'happi', 'and', 'fulli', 'satisfi', 'with', 'the', 'pre', 'surgeri', 'prepar', 'surgeri', 'oper', '', 'post', 'surgeri', 'care']",1,5,0.0
"['my', 'experi', 'with', 'the', 'hospit', 'wa', 'good', 'overal']",1,5,0.7
"['the', 'hospit', 'ha', 'good', 'infrastructur', 'and', 'facil']",1,4,0.7
"['when', 'it', 'come', 'to', 'doctor', 'they', 'do', 'have', 'lot', 'of', 'well', 'experienc', 'and', 'knowledg', 'doctor']",1,4,0.0
"['special', 'mention', 'to', 'except', 'nurs', 'and', 'other', 'medic', '', 'non', 'medic', 'staff', 'who', 'were', 'veri', 'care', 'and', 'check', 'on', 'the', 'kid', 'everi', 'now', 'and', 'then']",1,5,0.11607142857142858
"['especi', 'mr', 'rajesh', 'took', 'care', 'of', 'mother', 'like', 'anyth', 'whenev', 'whatev', 'we', 'ask', 'he', 'had', 'help', 'and', 'arrang', 'great', 'job']",1,4,0.8
"['i', 'recent', 'had', 'a', 'posit', 'experi', 'at', 'aster', 'cmi', 'hospit']",1,5,0.0
"['i', 'am', 'so', 'glad', 'that', 'we', 'got', 'a', 'kidney', 'transplant', 'done', 'for', 'my', 'wife', 'in', 'aster', 'hospit', 'i', 'can', 'say', 'the', 'best', 'hospit', 'with', 'superb', 'servic']",1,4,0.8333333333333334
"['overal', 'the', 'hospit', 'ha', 'been', 'follow', 'good', 'maintan', 'and', 'clean', 'of', 'the', 'ward', 'to', 'ensur', 'hygien']",1,5,0.5333333333333333
"['visit', 'the', 'medic', 'oncolog', 'depart', 'the', 'consult', 'process', 'wa', 'smooth', 'staff', 'were', 'polit', 'and', 'help']",1,4,0.4
"['overal', 'it', 'wa', 'good', 'treatment', 'wise', 'and', 'the', 'servic', 'were', 'also', 'realli', 'good']",1,5,0.6999999999999998
"['the', 'entir', 'gynac', 'depart', 'includ', 'fetal', 'medicin', 'opd', 'staff', 'labor', 'ward', 'and', 'nurs', 'work', 'veri', 'effici', 'and', 'effect', 'throughout', 'the', 'time']",1,5,0.0
"['my', 'wife', 'wa', 'given', 'a', 'complimentari', 'massag', 'post', 'deliveri', 'which', 'speed', 'up', 'her', 'recoveri', 'and', 'wa', 'veri', 'relax', 'for', 'her']",1,4,0.0
"['the', 'staff', 'also', 'organis', 'a', 'surpris', 'cake', 'cut', 'for', 'us', 'as', 'part', 'of', 'the', 'celebr']",1,5,0.0
"['the', 'admiss', 'process', 'wa', 'remark', 'smooth', 'reflect', 'the', 'hospit', 'commit', 'to', 'effici', 'and', 'patient', 'comfort']",1,4,0.4
"['the', 'staff', 'maint', 'high', 'level', 'of', 'profession', 'and', 'compass', 'make', 'me', 'feel', 'wellcaredfor', 'throughout', 'my', 'stay']",1,4,0.16
"['i', 'had', 'good', 'experi', 'with', 'dr', 'sanjay', 'bhatt', 'who', 'give', 'time', 'for', 'patient', 'to', 'understand', 'their', 'problem', 'and', 'provid', 'the', 'right', 'medic', 'and', 'suggest']",1,5,0.4928571428571428
"['all', 'good', 'treatment', 'from', 'pediatr', 'surgeri', 'team']",1,5,0.7
"['aster', 'ha', 'been', 'the', 'place', 'for', 'all', 'my', 'medic', 'need', 'they', 'have', 'one', 'of', 'best', 'medic', 'care', 'that', 'you', 'can', 'ever', 'get']",1,5,1.0
"['the', 'staff', 'are', 'care', 'and', 'one', 'of', 'the', 'most', 'effici', 'hospit', 'i', 'have', 'ever', 'visit']",1,5,0.5
"['i', 'had', 'some', 'issu', 'in', 'bed', 'assign', 'probabl', 'due', 'to', 'patient', 'load', 'on', 'the', 'hospit']",1,3,-0.125
"['the', 'nurs', 'did', 'an', 'excel', 'job', 'especi', 'manjari', 'payal', 'and', 'moushmi', 'who', 'alway', 'attend', 'with', 'a', 'smile', 'when', 'need']",1,5,0.3
"['i', 'believ', 'the', 'hospit', 'is', 'expens', 'compar', 'to', 'other']",1,3,-0.125
"['the', 'cost', 'of', 'hospit', 'is', 'more']",1,3,0.5
"['i', 'would', 'not', 'like', 'to', 'recommend', 'thi', 'hospit', 'to', 'anyon', 'becaus', 'of', 'the', 'bill', 'they', 'prepar', 'at', 'the', 'time', 'of', 'discharg']",0,2,0.0
"['i', 'had', 'a', 'singl', 'privat', 'room', 'but', 'wa', 'not', 'clean', 'and', 'the', 'staff', 'wa', 'veri', 'rude']",0,1,-0.24166666666666667
"['the', 'food', 'is', 'not', 'tasti', 'and', 'is', 'not', 'made', 'well', 'thi', 'can', 'definit', 'improv']",0,2,0.0
"['my', 'wife', 'dure', 'the', 'treatment', 'got', 'great', 'support', 'from', 'the', 'overal', 'medic', 'team']",1,4,0.8
"['onli', 'concern', 'is', 'with', 'the', 'admiss', 'process', 'and', 'canteen', 'it', 'need', 'to', 'be', 'improv']",1,3,0.0
"['came', 'to', 'the', 'radiolog', 'depart', 'for', 'my', 'wifeâ€™', 'mri', 'and', 'ct', 'scan', 'it', 'wa', 'done', 'in', 'a', 'quickli', 'and', 'veri', 'posit', 'way']",1,4,0.0
"['i', 'am', 'extrem', 'happi', 'the', 'way', 'she', 'is', 'help', 'me', 'in', 'my', 'weight', 'loss', 'journey']",1,5,0.0
"['i', 'request', 'to', 'provid', 'more', 'staff', 'in', 'gener', 'ward']",1,3,0.5
"['the', 'nurs', 'staff', 'food', 'servic', 'gener', 'ward', 'room', 'facil', 'were', 'excel']",1,5,0.0
"['admit', 'one', 'day', 'for', 'the', 'medic', 'observ', '1', 'week', 'befor', 'deliveri', 'all', 'process', 'again', 'wa', 'veri', 'smooth']",1,4,0.4
"['all', 'produc', 'ha', 'been', 'taken', 'veri', 'care', 'and', 'neat', 'and', 'smooth']",1,4,0.4
"['shridhara', 's', 'from', 'nurs', 'team', 'ha', 'given', 'immens', 'support', 'and', 'happi', 'for', 'him']",1,4,0.0
"['gynecologist', 'bhavani', 'madam', 'is', 'good', 'treat', 'commun', 'and', 'treatment', 'all', 'is', 'v', 'good']",1,5,0.7
"['the', 'poor', 'cant', 'afford', 'thi', 'hospit', 'in', 'my', 'opinion', 'if', 'you', 'have', 'medic', 'insur', 'then', 'it', 'easi']",1,3,-0.4
"['to', 'the', 'neuro', 'icu', 'nurs', '5th', 'floor', 'nurs', 'shout', 'to', 'samima', 'and', 'full', 'thank', 'you', 'you', 'did', 'a', 'great', 'job']",1,4,0.575
"['everyth', 'is', 'so', 'well', 'coordin', 'i', 'am', 'definit', 'a', 'happi', 'patient']",1,5,0.0
"['staff', 'and', 'nurs', 'are', 'quit', 'arrog', 'and', 'rude', 'they', 'are', 'not', 'at', 'all', 'punctual', 'and', 'i', 'believ', 'if', 'there', 'wa', 'a', 'seriou', 'emerg', 'they', 'would', 'still', 'come', 'late']",0,2,-0.3
"['the', 'amount', 'we', 'are', 'pay', 'is', 'not', 'worth', 'it', 'at', 'all']",0,2,-0.15
"['my', 'babi', 'got', 'admit', 'in', 'hospit', 'and', 'the', 'treatment', 'wa', 'good', 'as', 'well', 'as', 'secur', 'were', 'kind', 'and', 'polit', 'especi', 'sangeeta', 'and', 'shraddha']",1,4,0.6499999999999999
"['staff', 'and', 'nurs', 'servic', 'is', 'worst', 'we', 'are', 'onli', 'to', 'beg', 'to', 'treat', 'patient', 'and', 'inform', 'to', 'give', 'tablet', 'to', 'patient']",0,2,-1.0
"['mani', 'other', 'doctor', 'and', 'support', 'team', 'ha', 'help', 'us', 'to', 'over', 'come', 'thi', 'situat']",1,5,-0.125
"['if', 'the', 'nurs', 'donâ€™t', 'know', 'how', 'to', 'do', 'their', 'job', 'they', 'shouldnâ€™t', 'be', 'allow', 'to', 'work', 'near', 'a', 'patient']",0,1,0.1
"['hospit', 'is', 'veri', 'clean', 'and', 'good', 'and', 'doctor', 'mr', 'ravikumar', 'c', 'p', 'is', 'treat', 'our', 'babi', 'within', '3day', 'our', 'babi', 'felt', 'better', 'and', 'she', 'becam', 'activ']",1,4,0.5222222222222223
"['one', 'of', 'the', 'best', 'hospit', 'and', 'good', 'respons', 'from', 'dr', 'i', 'm', 'happi', 'to', 'the', 'servic', 'and', 'secur', 'nice', 'to', 'see', 'they', 'are', 'commun', 'with', 'attende']",1,5,0.7666666666666666
"['staff', 'is', 'prompt', 'in', 'their', 'servic', 'excel', 'team', 'special', 'thank', 'to', 'venamma', 'taken', 'good', 'care', 'clean', 'place']",1,4,0.47460317460317464
"['veri', 'bad', 'experi']",0,2,-0.6999999999999998
"['peopl', 'who', 'handl', 'insur', 'are', 'veri', 'careless', 'they', 'donâ€™t', 'even', 'bother', 'about', 'the', 'tension', 'and', 'emerg', 'of', 'the', 'patient']",0,2,-0.5
"['they', 'alway', 'give', 'wrong', 'commun', 'thi', 'is', 'realli', 'a', 'veri', 'sad', 'part', 'about', 'the', 'hospit']",0,1,-0.5
"['we', 'are', 'veri', 'happi', 'about', 'the', 'treatment', 'provid', 'technolog', 'and', 'doctor', 'advic', 'and', 'concern', 'toward', 'patient', 'in', 'aster', 'cmi', 'hospit']",1,4,0.0
"['worst', 'experi', 'in', 'aster', 'cmi', 'hospit']",0,2,-1.0
"['she', 'wa', 'except', 'well', 'in', 'handl', 'patient', 'by', 'her', 'sooth', 'word', 'she', 'made', 'worri', 'patient', 'comfort']",1,4,0.0
"['they', 'are', 'mislead', 'peopl', 'by', 'not', 'inform', 'about', 'the', 'term', 'and', 'condit', 'properli']",0,2,0.0
"['the', 'surgeri', 'went', 'realli', 'well', 'and', 'the', 'recoveri', 'is', 'nice', 'as', 'of', 'now']",1,5,0.6
"['worst', 'hospit', 'to', 'follow', 'up', 'even', 'tri', 'walkin', 'appoint', 'but', 'doctor', 'will', 'not', 'take', 'walkin', 'peopl']",0,2,-1.0
"['nurs', 'care', 'given', 'by', 'nurs', 'dure', 'all', 'the', 'shift', 'wa', 'good']",1,4,0.7
"['the', 'support', 'servic', 'team', 'wa', 'also', 'good', 'in', 'their', 'work', 'overal', 'the', 'experi', 'wa', 'realli', 'good', 'and', 'onc', 'again', 'thank', 'to', 'the', 'entir', 'aster', 'team']",1,5,0.7
"['worst', 'hospit', 'and', 'manag']",0,2,-1.0
"['the', 'staff', 'is', 'not', 'at', 'all', 'help', 'and', 'do', 'not', 'give', 'clear', 'instruct']",0,1,0.10000000000000002
"['i', 'also', 'wait', 'for', 'one', 'hour', 'with', 'a', 'confirm', 'appoint', 'and', 'the', 'ladi', 'at', 'the', 'recept', 'wa', 'veri', 'veri', 'rude']",0,2,-0.3
"['thi', 'ha', 'been', 'the', 'worst', 'experi', 'with', 'a', 'hospit', 'across', 'india']",0,1,-1.0
"['mani', 'thank', 'to', 'all', 'staff', 'even', 'they', 'celebr', 'my', 'daughter', 'birthday', '', 'senior', 'doctor', 'harish', 'also', 'particip', 'in', 'it']",1,4,0.0
"['the', 'other', 'servic', 'are', 'good', 'but', 'rehab', 'is', 'horribl', 'pleas', 'rectifi', 'thi', 'fault']",1,3,0.2875
"['horribl', 'food', 'worst', 'food', 'among', 'all', 'the', 'hospit', 'i', 'know', 'of', 'in', 'bangalor']",0,2,-1.0
"['veri', 'unrespons', 'housekeep', 'staff', 'they', 'will', 'come', 'to', 'clean', 'and', 'replac', 'the', 'sheet', 'at', '5', 'am', 'when', 'the', 'patient', 'is', 'sleep']",0,2,0.3666666666666667
"['exhaust', 'fan', 'in', 'the', 'bathroom', 'wa', 'not', 'work', 'thi', 'is', 'safeti', 'issu', 'if', 'you', 'have', 'to', 'use', 'the', 'bathroom', 'after', 'anoth', 'sick', 'patient']",0,1,-0.7142857142857143
"['overal', 'the', 'hospit', 'is', 'veri', 'expens', 'for', 'the', 'kind', 'of', 'servic', 'and', 'amen', 'provid']",1,4,0.6
"['i', 'could', 'easili', 'say', 'aster', 'cmi', 'is', 'the', 'best', 'hospit', 'for', 'children', 'in', 'entir', 'bangalor']",1,4,1.0
"['dr', 'sapna', 'lulla', 'wa', 'veri', 'nice', 'everyth', 'wa', 'veri', 'smooth']",1,4,0.5
"['veri', 'conveni', 'good', 'park', 'space', 'fast', 'servic', 'in', 'the', 'recept', 'well', 'educ', '', 'experienc', 'doctor', 'lab', 'test', 'on', 'time']",1,5,0.44999999999999996
"['they', 'took', 'care', 'of', 'everyth', 'and', 'made', 'the', 'patient', 'feel', 'absolut', 'comfort']",1,4,0.0
"['i', 'expect', 'more', 'profession', 'attitud', 'from', 'the', 'staff', 'we', 'meet', 'two', 'doctor', 'both', 'are', 'busi', 'and', 'allow', 'less', 'time', 'for', 'us']",1,3,0.16666666666666669
"['i', 'realli', 'like', 'the', 'overal', 'experi', 'the', 'senior', 'doctor', 'are', 'realli', 'qualifi', 'and', 'accur', 'in', 'their', 'diagnosistreat']",1,4,0.0
"['take', 'good', 'care', 'of', 'the', 'patient', 'food', 'servic']",1,4,0.7
"['hospit', 'is', 'veri', 'good', 'and', 'quick', 'treatment', 'satisfi', 'with', 'facil']",1,5,0.5166666666666666
"['my', 'respect', 'and', 'appreci', 'for', 'all', 'the', 'nurs', 'veri', 'care', 'well', 'done', 'aster']",1,5,0.0
"['support', 'servic', 'team', 'ha', 'also', 'have', 'done', 'their', 'work', 'nice']",1,4,0.6
"['we', 'had', 'one', 'of', 'the', 'best', 'servic', 'provid', 'by', 'the', 'all', 'the', 'doctor', 'and', 'nurs', 'staff', 'special', 'trivani', 'sister', 'wa', 'the', 'best', 'at', 'her', 'servic']",1,4,0.7857142857142857
"['we', 'are', 'veri', 'much', 'satisfi', 'with', 'the', 'treatment', 'dure', 'her', 'stay', 'in', 'the', 'hospit', 'the', 'nurs', 'staff']",1,5,0.2
"['the', 'staff', 'were', 'veri', 'friendli', 'and', 'help']",1,4,0.0
"['i', 'highli', 'recommend', 'aster', 'hospit', 'for', 'great', 'patient', 'care']",1,4,0.8
"['the', 'whole', 'neurosurgeri', 'team', 'is', 'excel', 'and', 'awesom', 'special', 'thank', 'to', 'dr', 'nirmala', 'and', 'all', 'other', 'doctor', 'at', 'icu', 'who', 'took', 'care', 'of', 'me']",1,4,0.14404761904761906
"['all', 'nurs', 'staff', 'and', 'other', 'staff', 'also', 'co', 'oper', 'and', 'took', 'good', 'care', 'of', 'us']",1,4,0.2875
"['all', 'the', 'staff', 'recept', 'were', 'veri', 'kind', 'and', 'respons', 'they', 'were', 'guid', 'me', 'properli', 'with', 'the', 'procedur']",1,4,0.6
"['i', 'am', 'veri', 'happi', 'with', 'the', 'servic', 'provid', 'thank', 'you']",1,5,0.0
"['manjari', 'from', 'canteen', 'gave', 'a', 'good', 'servic', 'to', 'us', 'she', 'keep', 'the', 'food', 'on', 'time']",1,5,0.7
"['all', 'over', 'good', 'servic', 'from', 'hospit', 'and', 'staff', 'thank', 'you', 'veri', 'much', 'aster', 'cmi', 'hospit', 'and', 'staff']",1,5,0.44999999999999996
"['never', 'seen', 'thi', 'bad', 'hous', 'keep', 'even', 'after', 'multipl', 'request', 'they', 'dont', 'provid', 'what', 'is', 'ask']",0,2,-0.6999999999999998
"['and', 'the', 'scanner', 'bar', 'code', 'they', 'have', 'past', 'everywher', 'for', 'feedback', 'link', 'doesnt', 'work']",1,3,-0.25
"['we', 'had', 'a', 'wonder', 'experi', 'at', 'aster', 'cmi', 'hospit', 'dure', 'our', 'medic', 'visit', 'for', 'my', 'father']",1,4,0.0
"['all', 'are', 'cooper', 'and', 'help', 'treatment', 'is', 'great', 'and', 'hospit', 'is', 'good']",1,5,0.75
"['the', 'sister', 'here', 'also', 'take', 'good', 'care', 'of', 'patient', 'and', 'are', 'polit', 'to', 'attend']",1,5,0.7
"['ccu', 'secur', 'mamatha', 'is', 'veri', 'polit', 'and', 'speak', 'multipl', 'languag', 'and', 'is', 'veri', 'friendli']",1,4,0.0
"['the', 'facil', 'here', 'are', 'veri', 'good', 'and', 'you', 'get', 'the', 'confid', 'that', 'you', 'will', 'get', 'treat', 'well', 'onc', 'you', 'are', 'here', 'and', 'go', 'back', 'healthi']",1,5,0.35
"['the', 'test', 'are', 'veri', 'expens', 'and', 'without', 'insur', 'thi', 'will', 'burn', 'a', 'hole', 'in', 'your', 'pocket']",1,3,0.0
"['i', 'am', 'extrem', 'impress', 'with', 'the', 'servic', 'offer', 'at', 'aster', 'cmi', 'hospit']",1,4,0.0
"['the', 'facil', 'were', 'modern', 'and', 'wellmaintain', 'creat', 'a', 'comfort', 'environ', 'for', 'patient']",1,4,0.2
"['i', 'am', 'immens', 'grate', 'for', 'the', 'posit', 'experi', 'and', 'excel', 'medic', 'care', 'provid', 'by', 'aster', 'cmi', 'hospit']",1,5,0.0
"['we', 'are', 'veri', 'happi', 'with', 'the', 'experi', 'and', 'will', 'be', 'grate', 'forev']",1,5,0.0
"['thank', 'for', 'the', 'hospit', 'we', 'got', 'good', 'treatment']",1,4,0.7
"['the', 'patient', 'get', 'hope', 'and', 'ha', 'complet', 'faith', 'that', 'they', 'will', 'get', 'treat', 'and', 'keep', 'in', 'good', 'health']",1,5,0.7
"['im', 'happi', 'to', 'choos', 'to', 'thi', 'hospit', 'thank', 'you', 'so', 'much', 'everyon', 'for', 'you', 'all', 'good', 'support']",1,4,0.44999999999999996
"['take', 'lot', 'of', 'time', 'to', 'give', 'report']",1,5,0.0
"['they', 'were', 'realli', 'patient', 'friendli', 'and', 'nurs', 'care', 'wa', 'realli', 'excel']",1,4,0.0
"['aster', 'hospit', 'is', 'excel', 'in', 'bangalor', 'with', 'all', 'good', 'servic', 'all', 'are', 'good', 'and', 'help']",1,5,0.7
"['nurs', 'staff', 'are', 'veri', 'lazi']",0,2,0.0
"['floor', 'coordin', 'john', 'wa', 'veri', 'help', 'and', 'secur', 'ayang', 'also', 'veri', 'good']",1,4,0.7
"['worst', 'work', 'profession']",0,1,-1.0
"['doctor', 'akshay', 'sir', 'and', 'pavan', 'kumar', 'is', 'kind', 'good', 'person', 'he', 'will', 'treat', 'the', 'patient', 'veri', 'nice']",1,4,0.6333333333333333
"['the', 'dine', 'area', 'is', 'not', 'maintain', 'well', 'dine', 'area', 'is', 'too', 'small']",1,3,-0.25
"['we', 'are', 'veri', 'much', 'satisfi', 'with', 'hi', 'treatment', 'he', 'explain', 'us', 'the', 'treatment', 'we', 'understood', 'well']",1,5,0.2
"['there', 'are', 'multipl', 'wait', 'room', 'and', 'cafe', 'the', 'hospit', 'is', 'veri', 'clean']",1,5,0.3666666666666667
"['mamatha', 'is', 'veri', 'polit', 'and', 'speak', 'multipl', 'languag', 'and', 'is', 'veri', 'friendli', 'overal', 'good', 'servic']",1,5,0.7
"['we', 'shall', 'refer', 'other', 'as', 'we', 'are', 'total', 'satisfi', 'by', 'the', 'care', 'and', 'hospit']",1,5,-0.0625
"['today', 'it', 'our', 'discharg', 'and', 'we', 'are', 'happi', 'to', 'leav', 'from', 'here']",1,5,0.0
"['thank', 'to', 'dr', 'umesh', 'and', 'team', 'all', 'other', 'doctor', 'siter', 'and', 'staff', 'are', 'come', 'oper', 'and', 'support', 'we', 'are', 'thank', 'for', 'the', 'treatment']",1,5,-0.125
"['medic', 'and', 'nurs', 'staff', 'are', 'veri', 'good', 'and', 'co', 'oper', 'we', 'had', 'a', 'good', 'experi', 'in', 'the', 'hospit']",1,4,0.7
"['staff', 'is', 'rude', 'special', 'nurs', 'and', 'bill', 'staff', 'they', 'behav', 'as', 'if', 'they', 'own', 'hospit']",0,2,0.21904761904761905
"['they', 'do', 'not', 'treat', 'in', 'emerg', 'ward', 'so', 'that', 'patient', 'doesnâ€™t', 'get', 'well', 'till', 'they', 'becom', 'potenti', 'in', 'patient', 'or', 'custom']",0,1,0.0
"['thank', 'for', 'the', 'good', 'treatment', 'nurs', 'care', 'it', 'veri', 'good']",1,4,0.7
"['great', 'hospit', 'amaz', 'doctor', 'dr', 'sahana', 'took', 'such', 'good', 'care', 'of', 'me', 'nurs', 'and', 'staff', 'were', 'veri', 'attent']",1,5,0.5
"['had', 'delay', 'with', 'hous', 'keep', 'staff']",0,2,0.0
"['lakshmi', 'wa', 'veri', 'helpful', 'in', 'arrang', 'the', 'scan', 'appreci', 'all', 'her', 'effort']",1,4,0.0
"['housekeep', 'didnâ€™t', 'respond', 'for', 'issu', 'neither', 'care', 'about', 'our', 'problem']",0,2,0.0
"['nurs', 'panchali', 'in', 'night', 'duti', 'veri', 'polit', 'and', 'friendli', 'who', 'make', 'patient', 'to', 'feel', 'home']",1,4,0.0
"['no', 'emerg', 'attend', 'are', 'there']",0,2,0.0
"['no', 'nurs', 'or', 'staff', 'respond', 'well', 'or', 'gave', 'ani', 'first', 'aid']",0,1,0.25
"['i', 'had', 'a', 'veri', 'sensit', 'and', 'care', 'experi', 'with', 'my', 'dad']",1,4,0.0
"['thi', 'is', 'the', 'first', 'ever', 'worst', 'experi', 'for', 'us', 'on', 'the', 'hospit']",0,2,-0.375
"['dr', 'rajini', 'maam', 'treat', 'us', 'veri', 'well', 'aster', 'ha', 'best', 'facil', 'for', 'the', 'patient']",1,5,1.0
"['the', 'surgeri', 'wa', 'realli', 'good', 'everyth', 'went', 'well', 'he', 'is', 'do', 'good', 'after', 'surgeri', 'we', 'are', 'happi']",1,4,0.7
"['hospit', 'infrastructur', 'is', 'extrem', 'good']",1,4,0.7
"['food', 'given', 'to', 'patient', 'and', 'attend', 'dure', 'bmt', 'wa', 'below', 'averag', 'and', 'did', 'not', 'meet', 'nutrit', 'requir']",1,3,0.0
"['doctor', 'wa', 'veri', 'arrog', 'and', 'almost', 'behav', 'like', 'a', 'hooligan', 'peopl', 'like', 'him', 'should', 'not', 'be', 'a', 'doctor']",0,2,0.0
"['journey', 'in', 'thi', 'hospit', 'went', 'smoothli', 'and', 'we', 'are', 'veri', 'happi', 'with', 'her', 'treatment', 'and', 'the', 'friendli', 'natur', 'of', 'the', 'staff']",1,4,0.0
"['staff', 'from', 'nurs', 'to', 'housekeep', 'were', 'all', 'realli', 'nice', 'and', 'profession']",1,4,0.6
"['thank', 'you', 'all', 'for', 'your', 'prompt', 'action', 'which', 'is', 'lead', 'the', 'way', 'for', 'my', 'aunt', 'recoveri']",1,4,0.1
"['they', 'provid', 'good', 'and', 'qualiti', 'care', 'nurs', 'are', 'veri', 'friendli', 'and', 'equip', 'are', 'good']",1,5,0.7
"['all', 'doctor', 'and', 'staff', 'are', 'co', 'oper', 'secur', 'jyothi', 'lakshmi', 'ha', 'done', 'good', 'job']",1,5,0.7
"['veri', 'good', 'about', 'diet', 'and', 'she', 'gave', 'veri', 'good', 'diet', 'plan', 'for', 'my', 'diseas']",1,5,0.7
"['i', 'had', 'a', 'good', 'experi', 'with', 'aster', 'staff', 'exclent', 'doctor', 'nurs', 'lactat', 'depart', 'dietician', 'nurs', 'aid']",1,5,0.7
"['veri', 'good', 'treatment', 'receiv', 'thank', 'to', 'sir', 'sri', 'p', 'r', 'dayanidhi', 'and', 'ishika', 'secur', 'ayang', 'madam', 'from', 'arunach']",1,5,0.7
"['the', 'nurs', 'staff', 'is', 'veri', 'good', 'and', 'polit', 'and', 'we', 'felt', 'veri', 'comfort', 'thank', 'you', 'veri', 'much', 'for', 'the', 'all', 'the', 'support', 'and', 'care']",1,5,0.44999999999999996
"['overal', 'good', 'treatment', 'and', 'excel', 'doctor', 'and', 'nurs', 'staff']",1,5,0.7
"['thank', 'to', 'all', 'doctor', 'team', 'treatment', 'is', 'wonder', 'we', 'are', 'complet', 'satisfi']",1,5,0.0
"['rude', 'doctor', 'rude', 'physiotherapist', 'rude', 'staff', 'inexperienc', 'nurs']",0,2,-0.3
"['the', 'bill', 'and', 'admiss', 'depart', 'peopl', 'have', 'no', 'heart', 'and', 'they', 'are', 'veri', 'rude']",0,1,-0.3
"['the', 'doctor', 'who', 'conduct', 'my', 'fatherâ€™', 'surgeri', 'wa', 'rude', 'as', 'well', 'and', 'spoke', 'arrogantli', 'with', 'us']",0,2,-0.3
"['nurs', 'staff', 'are', 'also', 'realli', 'in', 'their', 'care', 'and', 'treatment', 'support', 'servic', 'team', 'also', 'wa', 'good']",1,4,0.7
"['dr', 'nishta', 'perform', 'my', 'colposcopi', 'and', 'biopsi', 'so', 'effortlessli', 'made', 'me', 'feel', 'veri', 'comfort']",1,4,0.0
"['thank', 'you', 'onc', 'again', 'for', 'your', 'except', 'servic', 'and', 'for', 'make', 'my', 'acl', 'surgeri', 'experi', 'a', 'posit', 'one']",1,5,0.0
"['doctor', 'treatment', 'is', 'good', 'nurs', 'care', 'is', 'good', 'and', 'support', 'servic', 'is', 'veri', 'excel']",1,4,0.7
"['if', 'you', 'dont', 'have', 'insur', 'pleas', 'dont', 'choos', 'thi', 'hospit']",1,3,0.0
"['good', 'work', 'is', 'housekeep', 'depart', 'room', 'and', 'restroom', 'clean', 'is', 'nice', 'especi', 'staff']",1,4,0.5555555555555555
"['dietician', 'aruna', 'devi', 'explain', 'veri', 'well', 'we', 'are', 'veri', 'much', 'satisfi', 'with', 'her', 'counsel', 'she', 'had', 'given', 'diet', 'plan', 'veri', 'helpful', 'thank', 'you']",1,5,0.2
"['doctor', 'treatmentnurs', 'cure', 'and', 'clean', 'depart', 'are', 'veri', 'excel', 'especi', 'hk', 'staff']",1,5,0.3666666666666667
"['nurs', 'servic', 'also', 'good', 'thank', 'for', 'over', 'all', 'thank', 'for', 'ortho', 'team']",1,5,0.7
"['they', 'have', 'confirm', 'me', 'appoint', 'for', 'but', 'nobodi', 'is', 'respond']",0,2,0.0
"['it', 'is', 'a', 'bad', 'experi', 'overal']",0,2,-0.6999999999999998
"['the', 'doctor', 'didnt', 'had', 'time', 'to', 'listen', 'to', 'my', 'issu', 'nor', 'could', 'explain', 'to', 'me', 'on', 'the', 'treatment', 'option']",0,2,0.0
"['complet', 'failur', 'of', 'hospit', 'manag', 'system', 'and', 'foundat', 'patient', 'commun', 'train']",0,2,0.0
"['veri', 'poor', 'behaviour', 'and', 'attitud', 'display', 'by', 'doctor', 'dr', 'ashwin', 'kr']",0,1,-0.4
"['thi', 'is', 'worst', 'hospit', 'in', 'two', 'month', 'my', 'father', 'admit', 'thrice', 'and', 'yet', 'doctor', 'can', 'not', 'find', 'out', 'what', 'is', 'the', 'issu']",0,1,-1.0
"['discharg', 'procedur', 'are', 'so', 'slow', 'mainli', 'becaus', 'of', 'the', 'nurs', 'due', 'to', 'lack', 'of', 'understand', 'and', 'import', 'of', 'patient']",0,2,-0.21250000000000002
"['and', 'also', 'sister', 'leema', 'wa', 'veri', 'help', 'in', 'explain', 'the', 'insur', 'and', 'wa', 'kind']",1,5,0.6
